id,user_id,date,amount,merchant,description,channel,raw_entry
150,demo,2025-07-19,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-07-19,149.00,AUDIBLE.IN*MEMBER,CARD"
151,demo,2025-07-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-07-20,299.00,HOTSTAR*PREMIUM,CARD"
152,demo,2025-07-24,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-07-24,75.00,APPLE.COM/BILL,CARD"
153,demo,2025-08-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-08-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
154,demo,2025-08-02,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-08-02,189.00,GOOGLE*YOUTUBE PREM,CARD"
155,demo,2025-08-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-08-03,119.00,SPOTIFY PREMIUM,CARD"
156,demo,2025-08-07,239.69,PAYTM MOVIE,UPI AUTOPAY - PAYTM MOVIE,UPI,"2025-08-07,239.69,PAYTM MOVIE,UPI"
157,demo,2025-08-08,149.00,ZOMATO*GOLD,UPI AUTOPAY - ZOMATO*GOLD,UPI,"2025-08-08,149.00,ZOMATO*GOLD,UPI"
158,demo,2025-08-16,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-08-16,149.00,AUDIBLE.IN*MEMBER,CARD"
159,demo,2025-08-17,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-08-17,649.00,NETFLIX.COM/BILL,CARD"
160,demo,2025-08-19,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-08-19,299.00,HOTSTAR*PREMIUM,CARD"
161,demo,2025-08-25,369.76,SWIGGY*DELIVERY,UPI AUTOPAY - SWIGGY*DELIVERY,UPI,"2025-08-25,369.76,SWIGGY*DELIVERY,UPI"
162,demo,2025-08-26,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-08-26,75.00,APPLE.COM/BILL,CARD"
163,demo,2025-09-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-09-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
164,demo,2025-09-05,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-09-05,189.00,GOOGLE*YOUTUBE PREM,CARD"
165,demo,2025-09-06,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-09-06,119.00,SPOTIFY PREMIUM,CARD"
166,demo,2025-09-10,149.00,ZOMATO*GOLD,UPI AUTOPAY - ZOMATO*GOLD,UPI,"2025-09-10,149.00,ZOMATO*GOLD,UPI"
167,demo,2025-09-14,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-09-14,649.00,NETFLIX.COM/BILL,CARD"
168,demo,2025-09-20,299.00,HOTSTAR*PREMIUM,RECURRING CHARGE - HOTSTAR*PREMIUM,CARD,"2025-09-20,299.00,HOTSTAR*PREMIUM,CARD"
169,demo,2025-09-20,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-09-20,149.00,AUDIBLE.IN*MEMBER,CARD"
170,demo,2025-09-23,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-09-23,75.00,APPLE.COM/BILL,CARD"
171,demo,2025-10-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-10-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
172,demo,2025-10-03,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-10-03,189.00,GOOGLE*YOUTUBE PREM,CARD"
173,demo,2025-10-07,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-10-07,119.00,SPOTIFY PREMIUM,CARD"
174,demo,2025-10-08,363.28,BIGBASKET ORDER,UPI AUTOPAY - BIGBASKET ORDER,UPI,"2025-10-08,363.28,BIGBASKET ORDER,UPI"
175,demo,2025-10-10,149.00,ZOMATO*GOLD,UPI AUTOPAY - ZOMATO*GOLD,UPI,"2025-10-10,149.00,ZOMATO*GOLD,UPI"
176,demo,2025-10-17,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-10-17,649.00,NETFLIX.COM/BILL,CARD"
177,demo,2025-10-17,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-10-17,149.00,AUDIBLE.IN*MEMBER,CARD"
178,demo,2025-10-25,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-10-25,75.00,APPLE.COM/BILL,CARD"
179,demo,2025-11-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-11-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
180,demo,2025-11-02,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-11-02,189.00,GOOGLE*YOUTUBE PREM,CARD"
181,demo,2025-11-03,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-11-03,119.00,SPOTIFY PREMIUM,CARD"
182,demo,2025-11-07,149.00,ZOMATO*GOLD,UPI AUTOPAY - ZOMATO*GOLD,UPI,"2025-11-07,149.00,ZOMATO*GOLD,UPI"
183,demo,2025-11-16,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-11-16,649.00,NETFLIX.COM/BILL,CARD"
184,demo,2025-11-17,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-11-17,149.00,AUDIBLE.IN*MEMBER,CARD"
185,demo,2025-11-27,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-11-27,75.00,APPLE.COM/BILL,CARD"
186,demo,2025-12-01,999.00,FITLIFE GYM DD,DIRECT DEBIT - FITLIFE GYM DD,DIRECT_DEBIT,"2025-12-01,999.00,FITLIFE GYM DD,DIRECT_DEBIT"
187,demo,2025-12-04,189.00,GOOGLE*YOUTUBE PREM,RECURRING CHARGE - GOOGLE*YOUTUBE PREM,CARD,"2025-12-04,189.00,GOOGLE*YOUTUBE PREM,CARD"
188,demo,2025-12-06,119.00,SPOTIFY PREMIUM,RECURRING CHARGE - SPOTIFY PREMIUM,CARD,"2025-12-06,119.00,SPOTIFY PREMIUM,CARD"
189,demo,2025-12-07,149.00,ZOMATO*GOLD,UPI AUTOPAY - ZOMATO*GOLD,UPI,"2025-12-07,149.00,ZOMATO*GOLD,UPI"
190,demo,2025-12-07,426.58,PAYTM MOVIE,UPI AUTOPAY - PAYTM MOVIE,UPI,"2025-12-07,426.58,PAYTM MOVIE,UPI"
191,demo,2025-12-14,649.00,NETFLIX.COM/BILL,RECURRING CHARGE - NETFLIX.COM/BILL,CARD,"2025-12-14,649.00,NETFLIX.COM/BILL,CARD"
192,demo,2025-12-19,149.00,AUDIBLE.IN*MEMBER,RECURRING CHARGE - AUDIBLE.IN*MEMBER,CARD,"2025-12-19,149.00,AUDIBLE.IN*MEMBER,CARD"
193,demo,2025-12-24,75.00,APPLE.COM/BILL,RECURRING CHARGE - APPLE.COM/BILL,CARD,"2025-12-24,75.00,APPLE.COM/BILL,CARD"
